Plant;Material ID;Groeﬂenklasse;ABCXYZ;Calc_ABCXYZ
2316;HC0039250100030;06;N/A;CCZ
0412;COS35M00401250;92;N/A;CCZ
0305;HC0149180100040;06;N/A;CCZ
0490;RB430103500BGPO;;N/A;CCZ
0490;HC0149150100030;11;CZ;CCZ
2316;HW0576220220063;05;CZ;CCZ
0520;KRN416039005;;N/A;CCZ
2316;HC0149120120080;08;N/A;CCZ
0490;SS35M003010B;93;N/A;CCZ
0830;FB0503020012B;04;CZ;CCZ
0830;SS235012030Q;12;CZ;CCZ
0641;HC0149250100060;14;N/A;CCZ
0162;REW44041140422X;;N/A;CCZ
0305;HC054720010008F;06;N/A;CCZ
0305;GST1143050;08;N/A;CCZ
0613;SS2350050BBPK;10;AY;BAY
0490;SDD110020CBPKC;79;BX;BBY
0830;ACCSS09694;;BY;BBZ
0490;SS2350060M4BPK;91;BZ;BBZ
0713;RB70751000PE;;CZ;BBZ
0487;KRN219140016MOE;;N/A;CCZ
2316;DW0700016035501;;N/A;CCZ
0377;FGN114304505;;N/A;CCZ
0490;SS35M0120B;93;N/A;CCZ
0830;HC0547200200125;59;AZ;AAZ
0376;HC0547100050050;00;N/A;CCZ
0305;HW057635035012G;12;N/A;CCZ
0377;MPC23706FPM;;N/A;CCZ
0376;HW0576140070088;00;N/A;CCZ
3100;SS355050025Q;10;AZ;CCZ
0377;GST1330063;08;N/A;CCZ
0305;HW0039080040036;05;N/A;CCZ
0490;SS35M0250CBPK;89;AY;BBY
0305;HW0576060060029;99;N/A;CCZ
0853;SCUT10200CBPK;93;AY;BBZ
0400;FB0122050006B;99;N/A;CCZ
0162;SB60821100PE;;CZ;CCZ
0631;SS35M0060ABPK;79;BZ;CBZ
0162;RB430500600BH6;;N/A;CCZ
0550;HC003905005030V;06;BY;ACY
0490;SS235025012Q;90;DZ;CCZ
0490;SS355005015BCPK;11;CZ;CCZ
0713;SRG21910045GVBN;06;N/A;CCZ
0490;SS35M015015BPKC;40;CZ;CCZ
3100;HC0039060040020;05;BY;BBY
0641;HC0547120120100;59;N/A;CCZ
3100;HC0039200200060;05;CZ;CCZ
0520;KRA02670556GRB1;;N/A;CCZ
0162;FB200710050PE;;CZ;CCZ
0441;FZBPM5547010000;25;CZ;CCZ
0441;FZBPB251393800E;50;CZ;CCZ
0305;SRG025403000032;00;CZ;CCZ
0411;KRN159008813CRE;;N/A;CCZ
0853;KRN273020006;;CZ;CCZ
0518;SC004A4000136HH;;AZ;CCZ
0490;SS35M0030CBPKT;25;CZ;CCZ
0490;SS35M015015BPK;92;BZ;CCZ
0162;EN0213003204105;;N/A;CCZ
0441;FZBPM804079700;15;CZ;CCZ
0520;SD420005015BPKZ;24;CZ;CCZ
0520;SD420005010BPKZ;79;CZ;CCZ
0490;HDSP41;10;N/A;CCZ
0400;X0400ZF7035018175N;;BZ;CCZ
0377;HC0149250100080;10;N/A;CCZ
0305;HC0039160080030;06;N/A;CCZ
0305;RP1660BR;06;N/A;CCZ
2316;DW32390222355;;N/A;CCZ
0441;FZBPB254127500;10;CZ;CCZ
0376;SRG025403180045;12;N/A;CCZ
0305;HC0547050050060;00;N/A;CCZ
0305;ST0400200200BRS;08;N/A;CCZ
2376;KRN051002613CRE;;N/A;CCZ
0701;UNNPVDF025G;;CZ;CCZ
2376;KRN114320016MOE;;N/A;CCZ
0305;HW057640040016G;11;N/A;CCZ
3100;HC0039100100040;13;AX;AAX
3100;SS35M0020CBPK;11;CZ;BCZ
0701;FB0122140025B;06;CZ;CCZ
0713;FB0122028016B;06;N/A;CCZ
0480;FB606010008PE;;CZ;CCZ
2316;HC0149400200080;59;N/A;CCZ
0490;SX120002010Q;25;N/A;CCZ
0490;RB714711000001;;N/A;CCZ
0305;HC05470800402BL;04;N/A;CCZ
0490;SS235010012BLC;99;N/A;CCZ
0400;FB0122120015B;99;N/A;CCZ
0460;FB0122220010B;04;N/A;CCZ
0490;SS42M008020B;94;N/A;CCZ
0677;KRN044508013CRE;;N/A;CCZ
0305;HC0547140070050;59;N/A;CCZ
0460;KRN244516016MOE;;N/A;CCZ
0305;SRG057619370045;08;N/A;CCZ
0490;RB440405200B;;N/A;CCZ
0860;KRN060307116MOE;;N/A;CCZ
0377;GST0761050;99;N/A;CCZ
0830;SS355035015Q;00;AZ;CCZ
2376;HW057630030012G;14;BZ;CBZ
0376;HW0576090090100;12;N/A;CCZ
3100;HC0039030020020;08;CY;CCY
0490;SS3550040ABPK;90;N/A;CCZ
0625;KRN244530013CRE;;N/A;CCZ
0162;BEW45710280153;;N/A;CCZ
0490;SS35M003015BPKK;79;BZ;CCZ
0305;HW057612010080G;59;N/A;CCZ
0410;COS35M00801500P;95;AZ;CCZ
0305;HW0576180100142;12;N/A;CCZ
0490;SS2350040CB;95;CZ;CCZ
0581;XHDM0000115;;N/A;CCZ
2760;HL430110000630;;BY;ABZ
0305;HC0547250100080;09;N/A;CCZ
0490;SB457106000B;;N/A;CCZ
0470;KRN508080016MOE;;N/A;CCZ
0582;XHDM000A212;;N/A;CCZ
0490;SS46M0100BBPK;11;CZ;CCZ
0460;KRN070003616MOE;;N/A;CCZ
0305;ZRN0600150H802;;N/A;CCZ
0490;GST193704001;00;CZ;CCZ
0640;SS23N020020Q;96;N/A;CCZ
0377;GST1210040;99;N/A;CCZ
0490;SD3550050BBPK;20;N/A;CCZ
0377;NW1397040;;N/A;CCZ
2316;HC0039050030030;05;N/A;CCZ
0701;FB0503120080;;CZ;CCZ
2641;KRN159040013CRE;;N/A;CCZ
0377;HW0039120080045;11;N/A;CCZ
0376;SRG025413300088;08;N/A;CCZ
0842;HC0149070050040;05;N/A;CCZ
3100;SS2352000Q;39;CZ;CCZ
0490;SS355003012B;91;N/A;CCZ
0376;HC0149120060060;10;N/A;CCZ
0490;SDD12004015BPK;95;CZ;CCZ
0830;ACCSS05625;;BY;ABY
0701;TEWPPR160904F;;CZ;CCZ
0701;ELPVCC090901G;;CZ;CCZ
0376;HW0576140140080;05;N/A;CCZ
2316;FBLA30420001;;N/A;CCZ
2316;DW0603006352001;;N/A;CCZ
0713;RB20170300D;;AY;AAZ
0305;MPF35337FKM;;N/A;CCZ
0550;KRN042407110CR1;;N/A;CCZ
0490;GST406408005;08;CZ;CCZ
0376;HW0039200200080;99;N/A;CCZ
0581;XHDM0007569;;N/A;CCZ
0410;KRN070004513CRE;;N/A;CCZ
0830;FB0503050020;;CZ;CCZ
0305;HC0149050025030;05;N/A;CCZ
0490;SD355B;40;N/A;CCZ
0641;HC0149080080050;06;N/A;CCZ
0490;HC0547160160063;11;N/A;CCZ
0490;SS235009015B;20;N/A;CCZ
0305;HC054714014006F;06;N/A;CCZ
0830;S400H004025Q;20;CZ;CCZ
0460;KRN159036016MOE;;N/A;CCZ
0162;RT43073560030;;N/A;CCZ
0316;MPC25338FPM;;CZ;CCZ
2316;HC0039090090050;04;N/A;CCZ
0163;RT606004803;;CZ;CCZ
0677;KRN244522213CRE;;N/A;CCZ
0305;HC0038080060030;07;N/A;CCZ
0490;SS2350120ABPK;90;BY;CBY
0842;HC0149080080050;11;N/A;CCZ
0162;FBLA30406503;;N/A;CCZ
0376;GST323905601;06;N/A;CCZ
0631;SS35M0100M4B;39;BZ;CCZ
2377;PCL44040483C02;;N/A;CCZ
2376;HW057611011010G;07;CZ;CCZ
3100;SS3550550Q;59;CZ;CCZ
0613;SS2350100ABPK;20;BY;ABY
0377;FWNCS004240163;;N/A;CCZ
0835;SS2350030CBPK;39;AZ;BBZ
0305;HW057630020080G;14;N/A;CCZ
0376;QC1001397M;;N/A;CCZ
0305;HC0039050020020;12;N/A;CCZ
2641;HW057608008080G;59;AZ;AAZ
0552;SS35M0200CBPK;94;BY;CCZ
0162;RT606009002;;CZ;CCZ
0613;SS69Q025020Q;20;AY;AAY
0677;REPVCL0280250;;N/A;CCZ
0376;HW0039090050036;59;N/A;CCZ
0305;GVR061920016N6A;;N/A;CCZ
0377;HW0576180100071;10;N/A;CCZ
2316;HC0547300300125;07;N/A;CCZ
0613;SS3550030M4B;59;DZ;CCZ
2316;DW0950017552002;;N/A;CCZ
0490;GST121004051;12;CZ;CCZ
0828;KRN070017516MOE;;N/A;CCZ
0305;BFVBOAX10016H3;;N/A;CCZ
2316;GST5080110;12;N/A;CCZ
0470;KRN159007116MOE;;N/A;CCZ
0305;HW0576200200125;14;N/A;CCZ
0490;WI4310160B;;N/A;CCZ
2760;EN0889004004841;;AZ;AAZ
0377;GST048302601;08;N/A;CCZ
0410;SS35M002515BPK;60;AZ;AAZ
0677;TEPVCU140901C;;N/A;CCZ
2316;HPL0150020EN;;N/A;CCZ
3100;HC0547080060060;06;AX;AAY
2316;BEANISA0150151;;N/A;CCZ
0377;HW0576150150100;00;N/A;CCZ
2316;SH0800800563551;06;CZ;CCZ
0490;SS70M0020BBPKE;50;DZ;CCZ
0860;RB050312000B;;CZ;CCZ
0713;RTPVCU20005905;;N/A;CCZ
0853;SS2350100CB;20;AX;AAX
0490;ACCSPB956543208;;CZ;CCZ
2316;HC0149140080060;11;N/A;CCZ
0631;UELMIG02513N;;CZ;CCZ
0162;EN02200010005;;N/A;CCZ
0853;U00380140001;11;AX;AAX
0490;SS235008012BPK;91;CZ;CCZ
0701;KRN133016016MOE;;N/A;CCZ
2760;RB60820060D;;BY;ACZ
0163;RB713901400B;;N/A;CCZ
0377;HC0149120050050;04;N/A;CCZ
0613;SS69Q020025Q;29;AZ;BAZ
0842;RP1684BR;99;N/A;CCZ
0376;HW0576100050071;11;N/A;CCZ
0376;GST4064125;12;N/A;CCZ
0305;HC0149160160050;15;N/A;CCZ
0162;RBPVC025GR01;45;N/A;CCZ
0410;AE003802503;06;CY;BCY
0377;KRN088904023C2D;;CZ;CCZ
0305;HW057607007050G;14;N/A;CCZ
0480;SS35M0030BBPK;00;AY;BBY
0305;HW0039080080080;13;N/A;CCZ
0377;HC0149120040040;14;N/A;CCZ
0677;KRN559028013CRE;;N/A;CCZ
0490;RB658719000001;;N/A;CCZ
0490;SS35N0150B;24;CZ;CCZ
0305;HC0039080060050;10;N/A;CCZ
0490;SDD110050A28BPK;30;CZ;CCZ
0490;HC014903003015P;07;N/A;CCZ
0376;DW1683025035501;;N/A;CCZ
0490;CODD1100601000;20;CZ;CCZ
0305;HC0038040020030;04;N/A;CCZ
0701;BEPVCL005045;;N/A;CCZ
0713;FB0122010005B;04;N/A;CCZ
0376;FWNCS004240163;;N/A;CCZ
0550;KRA03340635P22;;N/A;CCZ
0377;EN02500020004A1;;N/A;CCZ
0305;GST1330036;12;N/A;CCZ
0305;DW03370050355;;N/A;CCZ
0305;HW0039220220080;04;N/A;CCZ
0490;SDD110020BBPKW;50;N/A;CCZ
0162;EN02667039139;;N/A;CCZ
0305;HC0038080060040;06;N/A;CCZ
0305;HC003907004050V;14;N/A;CCZ
2641;KRN133011016MOE;;N/A;CCZ
2316;HC0149050040040;04;N/A;CCZ
0305;HW057604004029G;00;N/A;CCZ
0701;RTABS03201905;;CZ;CCZ
2377;KRN025005616MOE;;N/A;CCZ
0613;SS355050025Q;60;AY;AAY
0830;GRIPL0483W5E;;N/A;CCZ
0377;HW0576260140063;11;N/A;CCZ
0376;HW0576160160142;99;N/A;CCZ
0490;SS35M0040Z03BPK;90;N/A;CCZ
2376;KRN168336013CRE;;N/A;CCZ
0376;HC0149140070030;13;N/A;CCZ
0490;RB430101200BK36;;N/A;CCZ
0701;BEPVCU1401G;;CZ;CCZ
0305;HW860309009071G;99;N/A;CCZ
2316;HC0039050020025;06;N/A;CCZ
0641;HC0547150150040;10;N/A;CCZ
0830;PCLBK35670603;;BX;AAY
0641;HC0547160160050;00;N/A;CCZ
3100;HC0039160160040;08;N/A;CCZ
2316;HC0547150150080;05;N/A;CCZ
2377;KRN127008816MOE;;N/A;CCZ
0621;KRN076102913CRE;;N/A;CCZ
2641;HW057612008063G;15;AZ;AAZ
0490;SS23500601020B;40;N/A;CCZ
0490;SS50M005012BPK;79;BZ;CCZ
0470;KRN139705016MOE;;N/A;CCZ
0620;REW45710330212C;;N/A;CCZ
0400;SRG07610026BLPR;00;CZ;CCZ
0613;SS2350060M4B;10;CZ;CCZ
2376;DW20300400355;;AZ;AAZ
0830;S575400150C12;;BZ;CCZ
0305;FTRCS00320162;;N/A;CCZ
0490;HC0547200080080;15;CZ;CCZ
2641;KRN020003613CRE;;N/A;CCZ
0470;KRN368030013CRE;;N/A;CCZ
0641;HC0547100060080;08;N/A;CCZ
2316;HC0547200100040;13;N/A;CCZ
0713;BEW45710603203;;N/A;CCZ
0305;DW1937040035505;;N/A;CCZ
0853;GST127004051;99;CZ;CCZ
0853;SS2350030C6B;91;AZ;CCZ
0842;KRN088903613CRE;;N/A;CCZ
0520;SD3550025121BPK;90;CZ;CCZ
2316;KRN168312513CRD;;N/A;CCZ
0490;RB721803000;;N/A;CCZ
2376;HPL0180020NGVC;;AY;AAY
0620;WNPPR0637F;;CZ;CCZ
0490;SS2350060C6B;10;N/A;CCZ
0305;HC0547100040030;14;N/A;CCZ
0490;RB721806000;;N/A;CCZ
0305;ST0600600500BKS;99;N/A;CCZ
0305;HC0038015015015;05;N/A;CCZ
0490;SS2350060CBPKW;39;DZ;CCZ
0701;CAWPPR0637F;;CZ;CCZ
0613;WFB00380280002;13;AY;BBZ
0701;STNPVCU050G22;;CZ;CCZ
0613;SS35M0100M4B;92;CZ;BBZ
0305;SVF3G4002516AF3;;N/A;CCZ
0377;SRG025411430080;99;N/A;CCZ
2760;RB60821200PE;;AY;AAY
0305;HW0576060060063;07;N/A;CCZ
0305;GST0603020;12;N/A;CCZ
0376;HC0149080060080;09;N/A;CCZ
0442;S707501000M;;CZ;CCZ
0613;SS70M0030CBPK;15;AY;ABY
0631;SS2350060CBPK;19;AX;AAY
2316;REW44041291042X;;N/A;CCZ
0490;SS2350120AB;95;CZ;CCZ
2760;ST4571060004002;;AY;ABY
0520;KRA16831097X421;;N/A;CCZ
0305;MPF81326;;N/A;CCZ
0490;SS35M0070BB;20;N/A;CCZ
0377;SH080080063460;08;N/A;CCZ
0377;PR931440070LC05;;N/A;CCZ
0163;AE606010006;;CZ;CCZ
0842;RB071501200B;;N/A;CCZ
0376;SRG025410160026;08;N/A;CCZ
0376;HW0576090050100;99;N/A;CCZ
0713;BEW45411080293;;N/A;CCZ
2316;HC0547220220063;99;N/A;CCZ
0377;KRN060308823C21;;N/A;CCZ
3100;U00380140001;14;AY;AAX
3100;SS355050025Q;93;AZ;CCZ
0631;SCUT10200CBPK;49;BZ;BBZ
0377;HC0149140080080;10;N/A;CCZ
2316;PRN0250020EC;;N/A;CCZ
0441;FZBPM252456500;15;BZ;CCZ
0860;KRN044506316MOD;;N/A;CCZ
0490;SS355010012B;95;N/A;CCZ
0376;KRN3239142D;;N/A;CCZ
0835;KRN508036013CRE;;N/A;CCZ
0163;RB70752600PE;;CZ;CCZ
0490;SS35M003015BPK;50;AY;CBY
0853;S16MO003020Q;15;N/A;CCZ
0162;FWNA316015034;;N/A;CCZ
0625;KRN076117516MOE;;N/A;CCZ
0400;FB0122070010B;06;CZ;CCZ
0860;RB057004000EU;;BY;BCY
0641;HC0547060040050;12;N/A;CCZ
0441;FZBPB251376600;50;CZ;CCZ
0163;SP6060LEUCHT5;;N/A;CCZ
2760;RB446209000;;AZ;AAZ
0305;HW057615015080G;06;N/A;CCZ
0410;KRN177850013CRE;;N/A;CCZ
0490;HC0149040025020;05;N/A;CCZ
0641;HW0576120060088;59;N/A;CCZ
2760;AU606003002503;;CY;CCZ
0410;SS70M006012B;80;CZ;CCZ
0305;HC0149180100060;11;N/A;CCZ
2316;HC0038120120060;07;N/A;CCZ
0163;RB60820141DAB;;N/A;CCZ
0828;KRN244530013CRE;;N/A;CCZ
2760;RT606003503;;AY;AAZ
0701;FB0553150060;;CZ;CCZ
0305;HC003908005020V;00;N/A;CCZ
0842;KRN457050013CRE;;N/A;CCZ
0441;FZBPB251377600R;55;CZ;CCZ
2377;KRN193707116MOE;;N/A;CCZ
0860;SDD110040BBPK;95;AY;AAY
0480;FB0038120020;;BY;BBZ
2316;HC0039040010015;14;N/A;CCZ
0701;WNPE12508C1;;N/A;CCZ
2316;GST0445026;08;N/A;CCZ
2316;HC0547200150125;59;N/A;CCZ
0480;RB057005500002;;BY;BBZ
0305;HW0039100060100;08;N/A;CCZ
0376;HC0149100040040;11;N/A;CCZ
0400;KRN193728013CRE;;N/A;CCZ
0701;RTPVCU02001505;;CZ;CCZ
2316;HC0547200100063;07;N/A;CCZ
0305;SRG0889029BN;99;N/A;CCZ
0830;TERPVCU0500401G;;N/A;CCZ
0377;HC0547200080030;59;N/A;CCZ
3100;HC0039090090050;04;BY;BBZ
0162;RB658202700B;;N/A;CCZ
2316;HC0039100100080;04;N/A;CCZ
0853;HC0547200150100;99;CZ;CCZ
0490;COS35M1501500;;BZ;CCZ
0376;HW0039220120100;06;N/A;CCZ
0377;HW0039100060100;06;N/A;CCZ
0305;HW057650030012G;14;N/A;CCZ
0830;REABS0500321G;;N/A;CCZ
0305;PR930428010C05;;N/A;CCZ
0305;KRN063503613CRE;;N/A;CCZ
0305;HC014905003020P;15;N/A;CCZ
0613;SS35M0030BBPK;97;AY;AAZ
0835;CAPVCU0201G;;CZ;CCZ
3100;WFB05770100HEAM;21;AY;BBY
0701;BEPVCL100045;;N/A;CCZ
0305;HC0039180180050;12;N/A;CCZ
0163;FB617N06025D;;N/A;CCZ
2316;ACCGARDEP6012GV;;N/A;CCZ
0550;KRN076104006;;N/A;CCZ
0828;TEWPPR063902F;;N/A;CCZ
2376;HW057612006080G;09;AY;ABY
0162;FB440402005B;;N/A;CCZ
0377;SRG025411430080;12;N/A;CCZ
0162;EN16830071041;;N/A;CCZ
0305;HC054710005005F;12;N/A;CCZ
0376;HW0039110060100;04;N/A;CCZ
2316;HC0547200120125;13;N/A;CCZ
0490;ST0300300200BKS;06;CZ;CCZ
0305;DW0318005035502;;N/A;CCZ
0162;RB440421000;;CZ;CCZ
0631;SS35M0060M4BPK;50;BZ;CCZ
0490;FB057014001202;;CZ;CCZ
2316;DW0540005052002;;N/A;CCZ
0631;SS35M0100CB;90;AY;AAY
0713;PSR575400100A08;;N/A;CCZ
3100;SX4000250Q;11;AY;AAZ
0376;EN21910150904A;;N/A;CCZ
0377;HC0149080080080;06;N/A;CCZ
0162;RB721830000;;N/A;CCZ
0410;HW057606004030G;09;CZ;BCZ
0305;HC0547500200100;06;N/A;CCZ
0305;SH120120100460;13;N/A;CCZ
0163;UP606008004003;;CZ;CCZ
0490;SS46M0080ABPK;10;N/A;CCZ
0518;SC004A3000330HH;;BZ;CCZ
0480;SS2350100BBPK;11;AY;ABZ
0701;WNPE10252G1;;N/A;CCZ
0713;ORIEPDM016G1;;CZ;CCZ
0713;WSP4571065060;;N/A;CCZ
0376;SH050050060355;14;N/A;CCZ
0377;HW0039200100088;99;N/A;CCZ
2377;KRN051011013CRE;;N/A;CCZ
0305;KRN445023013CRE;;N/A;CCZ
0620;HC0149160160050;14;CZ;CCZ
3100;SCUT20250CB;89;CZ;AAZ
0162;WSP4404032120;;N/A;CCZ
0162;EN0420002004105;;N/A;CCZ
0701;SOPVCU0254G;;N/A;CCZ
0480;S42CR006010Q;10;BZ;AAZ
0830;SS355025030Q;95;BZ;CAZ
0377;EN27300285841A;;N/A;CCZ
0840;KRN070014213CRE;;N/A;CCZ
0631;KRN152406316MOE;;N/A;CCZ
0410;KRN038003616MOD;;N/A;CCZ
0377;HC0547200120100;04;N/A;CCZ
0305;HC0547200150080;10;N/A;CCZ
2316;HC0039080030030;12;N/A;CCZ
0377;DW1016005035501;;N/A;CCZ
0490;FB430105004CT;;CZ;CCZ
2376;DW1210005035501;;BY;BCZ
2760;FB4301080008;;BZ;ABZ
0490;HC0547060060060;04;CZ;CCZ
0305;HC0547140140030;00;N/A;CCZ
0305;C0_GSK;;N/A;CCZ
2760;FB004A12015HHRC;;AZ;CAZ
2316;HC0149130052030;13;N/A;CCZ
0620;KRN108008013CRE;;N/A;CCZ
0441;FZBPM234177500;50;CZ;CCZ
0377;SRG025413970071;06;N/A;CCZ
0377;HW0039140140160;06;N/A;CCZ
0305;SH080080050460;05;N/A;CCZ
0377;HC0149300100100;13;N/A;CCZ
2316;SRG057613300100;99;N/A;CCZ
0830;SS2350050Q;19;CZ;CCZ
0490;SDD110060B;24;BZ;CCZ
0613;SS3550150M6B;00;CZ;CBZ
0411;SG3100K18C;;N/A;CCZ
0550;FB0122060006B;06;CZ;BBZ
0860;FB0038130006;;CZ;CCZ
0613;SS69Q020025Q;14;AZ;BAZ
0376;SRG025450800080;08;N/A;CCZ
0490;SDD12004015BPK;11;CZ;CCZ
0828;KRN457070013CRE;;N/A;CCZ
0518;FB004A03003H075;;AZ;BBZ
2760;S440400500A;;AY;AAY
0490;HC0039140070060;09;CZ;CCZ
0416;BEW45410483203;;CZ;CCZ
2316;EN08890040539;;N/A;CCZ
0305;HC0547450250080;09;N/A;CCZ
0377;HW0576220220142;00;N/A;CCZ
0490;SS35M0150BB;79;N/A;CCZ
0162;TEW430721920B;;N/A;CCZ
3100;SX4000300Q;59;BZ;BCZ
0490;SS355015012B;49;CZ;CCZ
0490;HC0149040025020;59;N/A;CCZ
0163;AE606003003;;CZ;CCZ
2316;HC0149060060030;99;N/A;CCZ
0701;KRN070017513CRE;;N/A;CCZ
0490;HB4305018001;;N/A;CCZ
0490;SS2350120M4BPK;95;BZ;CCZ
0613;IB05770160IPEM;14;CZ;BBZ
0490;SS70M0020123BPK;93;AY;AAY
0460;KRN168328013CRE;;N/A;CCZ
0860;SS3550050M6B;80;BY;BBZ
0377;HC0547250100050;09;N/A;CCZ
0400;FADPVCU2252001G;;N/A;CCZ
0376;HC0149110110050;15;N/A;CCZ
0305;DW0825017552011;;N/A;CCZ
0376;HW0576090050040;15;N/A;CCZ
3100;SS2351600Q;12;N/A;CCZ
0550;BEWPE1063902F;;CZ;CCZ
3100;SB057006002;;AX;AAY
0305;HW860308008010G;00;N/A;CCZ
0305;HW057625025056G;10;N/A;CCZ
0490;G0RS80110010;;N/A;CCZ
0701;FWN45710114316;;CZ;CCZ
0162;S454101500A01;;N/A;CCZ
0410;RBPOM150NA;60;CZ;CCZ
0305;HW0576070050063;59;N/A;CCZ
0860;SDD110060CBPK;95;AY;BAY
0490;SD355004015BPK;99;DZ;CCZ
0446;IB00380400001;08;AZ;BAZ
2316;HC0547260180100;11;N/A;CCZ
0828;ELPE1E020G902;;N/A;CCZ
0305;DW21600222520CH;;N/A;CCZ
0445;CODC040751250;;N/A;CCZ
0713;HC0547120050050;00;N/A;CCZ
0830;FB0038100012P;;BZ;BBZ
2376;KRN508085016MOE;;N/A;CCZ
0581;KRN177817513CRE;;N/A;CCZ
0860;RT4571139702602;;BY;AAZ
0377;HC0547200040030;05;N/A;CCZ
0490;SS35M0025B;11;N/A;CCZ
0631;SS235030M4BPK5T;80;N/A;CCZ
0713;HW0576260260088;00;N/A;CCZ
0305;HW0576040040029;09;N/A;CCZ
0480;HPL0280020NGVC;;BY;AAZ
0480;KRA40642619GRB6;;N/A;CCZ
0490;XBEX97094691;;BY;AAZ
2316;CAW440440630;;N/A;CCZ
0701;SLVPVCL12503;;N/A;CCZ
0400;KRN559025013CRE;;N/A;CCZ
2316;KRN060302921NLD;;N/A;CCZ
0377;SRG025415240056;12;N/A;CCZ
2760;FB4571100030;;BZ;CBZ
0377;KRN076108016MOD;;N/A;CCZ
0377;EN04830020071;;N/A;CCZ
0377;HW0039060060040;04;N/A;CCZ
0490;HC0149030015020;04;N/A;CCZ
0305;SH060060032460;11;N/A;CCZ
0631;SCUT20250CBPK;49;AY;ABZ
0377;HW0039400200080;00;N/A;CCZ
0305;GST193705005;12;N/A;CCZ
0305;BEW254035560567;;N/A;CCZ
0713;S105000080B21;;N/A;CCZ
0377;HW0576140140088;07;N/A;CCZ
0490;SS35M0050CBPKT;79;CZ;CCZ
0305;KRN273006323C2E;;N/A;CCZ
0520;SD420004015BPKZ;11;BZ;CCZ
2760;RT4301042403203;;AX;AAY
0490;HC0039040040020;08;CY;ABZ
0490;TEPVCU063901G;;CZ;CCZ
0377;HC0149080050040;14;N/A;CCZ
0641;HW0576260180142;07;N/A;CCZ
0490;SD2400120CBPK;80;N/A;CCZ
0400;FB0122100050B;99;CZ;CCZ
0305;ST0800800300BKS;08;N/A;CCZ
0641;HW0576200120142;05;N/A;CCZ
0490;HC0547100050063;04;N/A;CCZ
0460;KRN082511016MOE;;N/A;CCZ
0701;KRN108025016MOE;;N/A;CCZ
0305;HC0039100080060;07;N/A;CCZ
2316;HC0547260180100;10;N/A;CCZ
0441;FZBPE257101015L;30;CZ;CCZ
0377;C0_ZRG;;N/A;CCZ
0162;RT4301101605002;;CZ;CCZ
0713;BEWPPR063902F;;N/A;CCZ
0376;HW0576350250125;12;N/A;CCZ
0376;PR940220010CR05;;N/A;CCZ
0376;HC0149140080050;99;N/A;CCZ
0701;FB0122150050B;00;CZ;CCZ
0305;HW057635025063G;06;N/A;CCZ
0582;XHDM0007315;;CZ;CCZ
0860;S457102000A01;;AZ;CBZ
0835;KRN159005616MOE;;N/A;CCZ
0400;HC0149120060050;09;CZ;CCZ
0853;SP2650070B;90;CZ;CCZ
0305;GR00350080SLBS1;;N/A;CCZ
2376;KRA21910818X421;;N/A;CCZ
0490;GST108007101;00;N/A;CCZ
0631;SHY500500200L60;;BZ;CCZ
0377;PR931100060C06;;N/A;CCZ
3100;AU0570100050060;00;CZ;CCZ
0631;SS3550050M6B;40;CZ;CCZ
2641;HW057622012016G;11;N/A;CCZ
0377;HW0039400200100;14;N/A;CCZ
2641;KRN610065013CRE;;N/A;CCZ
2316;HC0149080030020;13;N/A;CCZ
0490;SS35M0100B;20;N/A;CCZ
0376;KRN060304016MOD;;N/A;CCZ
0860;SS2350080C6B;94;DZ;CCZ
2316;HC0039100040040;05;N/A;CCZ
0410;SS2350030CBPK;94;CZ;CCZ
0410;KRA61001270GRB6;;N/A;CCZ
0487;KRN095011016MOE;;N/A;CCZ
0376;EN01200010041;;N/A;CCZ
0853;KRN355608016MOE;;N/A;CCZ
0376;HC0149060060060;08;N/A;CCZ
2760;ST4404080008003;;CZ;CCZ
0400;KRN108030016MOE;;N/A;CCZ
0162;RT4301088901503;;N/A;CCZ
0305;HC003907007040V;04;N/A;CCZ
0305;HC0149180100080;06;N/A;CCZ
0445;KRN323985013CRE;;N/A;CCZ
0631;STBL005015B;40;AZ;AAZ
0377;HW0576500200080;09;N/A;CCZ
0305;SRG057608890032;12;N/A;CCZ
0441;FZBPM804029500;40;AZ;CCZ
0162;F0RS430100042B;;N/A;CCZ
0377;HW0039250150080;14;N/A;CCZ
0701;RB057002200002;;CZ;CCZ
3110;RB722536000004;;AZ;AAZ
2316;GST076103201;99;N/A;CCZ
0305;PR940889032CRIG;;N/A;CCZ
0316;KRN323955013CRE;;N/A;CCZ
0410;RBPA6040NA;45;CZ;CCZ
3100;HC0039030030040;07;BY;BBZ
0305;HC0039070020020;12;N/A;CCZ
0613;HW0576200200125;99;CZ;CAZ
0305;DW49500360520CH;;N/A;CCZ
0490;SDD11004015BPK;99;BZ;CCZ
2760;RT4541048302606;;CZ;CCZ
0305;HC0039150040030;04;N/A;CCZ
0377;GST139710006;99;N/A;CCZ
0470;KRN101620016MOE;;N/A;CCZ
0631;SS2350100CBPK;15;AY;AAY
2376;KRA04830508GRB2;;N/A;CCZ
0713;FB0122300010B;00;N/A;CCZ
0305;HW0576400100063;06;N/A;CCZ
0490;CODX542001130MA;;BZ;CCZ
0400;ORIEPDM016G2;;N/A;CCZ
0377;HC0149120060080;59;N/A;CCZ
3100;HC0547080080080;09;AY;AAY
